timestamp,open,high,low,close,volume
2025-04-22 00:29:30.892837,82.12,81.9,80.15,80.62,7413
2025-04-23 00:29:30.892837,80.48,80.54,79.74,80.12,1077
2025-04-24 00:29:30.892837,80.21,81.2,78.87,80.65,2065
2025-04-25 00:29:30.892837,80.15,83.22,81.89,82.23,8804
2025-04-26 00:29:30.892837,82.02,82.26,80.58,81.44,3190
2025-04-27 00:29:30.892837,81.61,82.65,80.33,81.14,4687
2025-04-28 00:29:30.892837,80.77,81.2,79.15,79.34,9389
2025-04-29 00:29:30.892837,79.14,77.57,77.0,77.44,6742
2025-04-30 00:29:30.892837,77.98,79.02,78.2,78.7,1922
2025-05-01 00:29:30.892837,78.44,81.23,80.51,80.84,1950
2025-05-02 00:29:30.892837,80.73,81.38,80.44,80.72,5612
2025-05-03 00:29:30.892837,81.04,82.63,81.66,82.34,3371
2025-05-04 00:29:30.892837,82.58,83.31,82.14,82.94,1094
2025-05-05 00:29:30.892837,83.11,82.96,80.23,81.87,6779
2025-05-06 00:29:30.892837,82.24,83.75,80.99,82.46,1814
2025-05-07 00:29:30.892837,82.39,85.69,83.72,84.99,1827
2025-05-08 00:29:30.892837,85.05,85.31,84.19,84.93,4876
2025-05-09 00:29:30.892837,85.43,88.28,87.18,87.59,6109
2025-05-10 00:29:30.892837,87.47,84.12,82.73,83.0,4417
2025-05-11 00:29:30.892837,82.85,86.51,83.92,84.37,9393
2025-05-12 00:29:30.892837,83.95,84.63,83.66,84.51,1536
2025-05-13 00:29:30.892837,84.55,85.32,81.67,84.01,5971
2025-05-14 00:29:30.892837,84.09,84.81,84.0,84.16,2990
2025-05-15 00:29:30.892837,83.94,81.66,80.25,80.82,6588
2025-05-16 00:29:30.892837,80.82,81.04,80.1,80.46,4432
2025-05-17 00:29:30.892837,81.09,81.25,80.14,81.04,3482
2025-05-18 00:29:30.892837,81.0,83.48,83.27,83.43,3079
2025-05-19 00:29:30.892837,83.7,84.43,82.09,82.57,8186
2025-05-20 00:29:30.892837,81.92,81.55,80.1,81.23,6083
2025-05-21 00:29:30.892837,81.15,80.87,77.55,80.42,4335
2025-05-22 00:29:30.892837,80.23,82.08,80.74,81.89,7305
2025-05-23 00:29:30.892837,82.01,82.73,82.37,82.43,1832
2025-05-24 00:29:30.892837,82.51,82.18,80.23,81.55,9519
2025-05-25 00:29:30.892837,81.68,82.47,82.28,82.39,4054
2025-05-26 00:29:30.892837,82.55,83.42,81.84,82.55,6207
2025-05-27 00:29:30.892837,82.46,84.75,83.78,84.15,9356
2025-05-28 00:29:30.892837,83.89,83.93,82.74,82.97,1822
2025-05-29 00:29:30.892837,82.66,83.8,80.97,82.42,2409
2025-05-30 00:29:30.892837,82.4,82.45,81.51,81.78,2555
2025-05-31 00:29:30.892837,81.28,80.4,77.99,79.38,8083
2025-06-01 00:29:30.892837,79.45,81.21,79.57,79.86,3679
2025-06-02 00:29:30.892837,79.84,80.29,80.0,80.27,3573
2025-06-03 00:29:30.892837,80.53,81.36,79.58,80.28,2304
2025-06-04 00:29:30.892837,79.97,80.4,79.57,79.9,9996
2025-06-05 00:29:30.892837,79.68,77.72,77.49,77.64,8184
2025-06-06 00:29:30.892837,77.51,77.04,75.0,76.99,1341
2025-06-07 00:29:30.892837,77.21,76.7,76.27,76.46,7136
2025-06-08 00:29:30.892837,76.39,77.31,75.07,75.23,3681
2025-06-09 00:29:30.892837,75.01,75.85,73.6,74.99,6941
2025-06-10 00:29:30.892837,74.67,75.86,75.45,75.6,9340
2025-06-11 00:29:30.892837,75.88,78.9,78.27,78.45,7819
2025-06-12 00:29:30.892837,78.22,79.49,77.89,78.72,7766
2025-06-13 00:29:30.892837,78.69,81.21,77.74,79.13,9942
2025-06-14 00:29:30.892837,79.13,79.49,77.81,79.01,7122
2025-06-15 00:29:30.892837,78.85,76.48,75.11,75.98,2524
2025-06-16 00:29:30.892837,76.36,76.9,74.93,75.94,2639
2025-06-17 00:29:30.892837,75.85,76.57,74.85,76.03,2252
2025-06-18 00:29:30.892837,76.08,80.56,79.3,79.78,5107
2025-06-19 00:29:30.892837,79.8,81.01,78.62,79.47,6895
2025-06-20 00:29:30.892837,79.67,80.97,79.4,79.95,6319
2025-06-21 00:29:30.892837,79.55,80.99,79.84,79.89,4993
2025-06-22 00:29:30.892837,79.92,78.14,77.73,78.02,9592
2025-06-23 00:29:30.892837,77.72,80.23,79.59,79.81,1390
2025-06-24 00:29:30.892837,80.08,81.37,80.84,81.01,4042
2025-06-25 00:29:30.892837,80.88,82.36,81.52,82.29,6392
2025-06-26 00:29:30.892837,82.08,81.82,79.65,80.79,1130
2025-06-27 00:29:30.892837,81.11,85.34,82.19,83.06,5278
2025-06-28 00:29:30.892837,83.1,81.9,79.19,80.73,1920
2025-06-29 00:29:30.892837,81.15,82.81,81.56,81.68,9684
2025-06-30 00:29:30.892837,81.86,86.41,84.76,85.26,4810
2025-07-01 00:29:30.892837,85.12,83.61,83.55,83.57,1271
2025-07-02 00:29:30.892837,83.96,82.99,81.42,82.62,4760
2025-07-03 00:29:30.892837,82.42,83.22,82.54,82.79,3033
2025-07-04 00:29:30.892837,82.78,82.78,81.32,81.95,9056
2025-07-05 00:29:30.892837,82.12,79.6,78.56,79.41,2828
2025-07-06 00:29:30.892837,79.4,80.3,79.35,79.52,2868
2025-07-07 00:29:30.892837,79.37,78.36,77.71,77.83,6429
2025-07-08 00:29:30.892837,77.68,78.79,76.64,78.57,3265
2025-07-09 00:29:30.892837,78.69,77.53,76.76,77.12,9245
2025-07-10 00:29:30.892837,77.31,79.81,78.58,79.51,9194
2025-07-11 00:29:30.892837,79.66,79.09,77.84,78.27,8287
2025-07-12 00:29:30.892837,78.23,79.51,77.08,77.76,2218
2025-07-13 00:29:30.892837,78.02,80.42,78.6,79.03,1954
2025-07-14 00:29:30.892837,79.04,77.83,76.43,77.08,9228
2025-07-15 00:29:30.892837,76.84,77.92,76.9,77.43,5036
2025-07-16 00:29:30.892837,77.47,79.49,78.64,79.46,7183
2025-07-17 00:29:30.892837,79.57,77.57,75.64,76.9,5311
2025-07-18 00:29:30.892837,77.09,77.64,76.33,77.19,5286
2025-07-19 00:29:30.892837,77.33,77.98,76.87,77.59,1556
2025-07-20 00:29:30.892837,77.87,78.93,78.69,78.8,4998
2025-07-21 00:29:30.892837,79.0,77.48,76.23,76.85,6343
2025-07-22 00:29:30.892837,76.63,75.01,74.38,74.82,8009
2025-07-23 00:29:30.892837,75.31,75.72,75.12,75.6,2007
2025-07-24 00:29:30.892837,75.73,76.26,75.75,76.05,2435
2025-07-25 00:29:30.892837,76.1,76.47,75.97,76.43,6084
2025-07-26 00:29:30.892837,76.55,77.39,76.59,76.96,9073
2025-07-27 00:29:30.892837,76.95,76.38,75.39,75.92,7353
2025-07-28 00:29:30.892837,75.89,76.55,75.87,76.27,4356
2025-07-29 00:29:30.892837,76.54,78.28,76.65,76.72,3844
2025-07-30 00:29:30.892837,76.77,76.39,75.09,75.62,4093
2025-07-31 00:29:30.892837,75.68,78.89,78.1,78.44,5179
2025-08-01 00:29:30.892837,78.43,80.39,78.64,79.19,1933
2025-08-02 00:29:30.892837,79.03,77.49,76.75,77.3,4056
2025-08-03 00:29:30.892837,77.28,79.29,77.18,78.31,2607
2025-08-04 00:29:30.892837,78.2,77.65,76.47,76.79,4676
2025-08-05 00:29:30.892837,76.9,78.55,77.43,78.0,1959
2025-08-06 00:29:30.892837,77.94,80.29,79.39,79.8,5473
2025-08-07 00:29:30.892837,79.56,79.47,78.11,78.49,2875
2025-08-08 00:29:30.892837,78.42,80.05,78.92,80.01,8099
2025-08-09 00:29:30.892837,80.21,80.77,80.12,80.67,9586
2025-08-10 00:29:30.892837,80.57,82.53,80.38,81.99,2389
2025-08-11 00:29:30.892837,82.23,86.14,84.47,85.1,7731
2025-08-12 00:29:30.892837,85.1,85.4,82.65,84.69,3720
2025-08-13 00:29:30.892837,84.74,83.59,83.39,83.41,2949
2025-08-14 00:29:30.892837,83.34,83.6,81.11,81.93,8014
2025-08-15 00:29:30.892837,82.01,81.1,79.8,80.59,9508
2025-08-16 00:29:30.892837,80.68,80.57,79.01,80.46,6383
2025-08-17 00:29:30.892837,80.59,81.13,80.59,81.01,3430
2025-08-18 00:29:30.892837,81.06,82.53,80.39,81.46,9601
2025-08-19 00:29:30.892837,81.41,83.29,82.79,82.81,8179
2025-08-20 00:29:30.892837,82.69,83.84,82.29,82.83,2266
2025-08-21 00:29:30.892837,82.99,86.12,84.79,85.24,1306
2025-08-22 00:29:30.892837,85.54,85.75,83.68,84.79,9503
2025-08-23 00:29:30.892837,84.95,89.43,89.29,89.4,7236
2025-08-24 00:29:30.892837,89.3,91.45,89.3,90.52,8005
2025-08-25 00:29:30.892837,90.62,89.05,88.52,88.97,4453
2025-08-26 00:29:30.892837,89.24,87.96,86.87,87.06,7563
2025-08-27 00:29:30.892837,87.46,87.98,87.57,87.9,2394
2025-08-28 00:29:30.892837,87.54,88.95,86.73,87.51,4714
2025-08-29 00:29:30.892837,87.34,90.07,87.53,88.76,4591
2025-08-30 00:29:30.892837,88.35,89.95,88.11,89.6,1525
2025-08-31 00:29:30.892837,89.75,89.49,88.42,89.47,2646
2025-09-01 00:29:30.892837,89.94,88.28,86.6,87.95,4155
2025-09-02 00:29:30.892837,88.05,86.27,85.02,85.29,3113
2025-09-03 00:29:30.892837,85.68,84.6,83.08,84.53,8062
2025-09-04 00:29:30.892837,83.99,87.31,85.74,85.97,4432
2025-09-05 00:29:30.892837,85.86,86.56,85.0,86.34,8115
2025-09-06 00:29:30.892837,86.56,84.9,83.75,84.19,4568
2025-09-07 00:29:30.892837,84.65,85.52,84.09,84.48,2390
2025-09-08 00:29:30.892837,84.4,85.39,84.81,85.13,1968
2025-09-09 00:29:30.892837,85.15,84.09,83.02,83.63,7262
2025-09-10 00:29:30.892837,84.06,84.41,83.44,83.89,9467
2025-09-11 00:29:30.892837,83.97,84.63,83.21,83.98,6342
2025-09-12 00:29:30.892837,84.09,82.19,80.69,82.06,7294
2025-09-13 00:29:30.892837,82.22,84.38,81.88,82.65,5470
2025-09-14 00:29:30.892837,82.47,83.91,83.22,83.58,5612
2025-09-15 00:29:30.892837,83.57,85.8,85.3,85.39,8705
2025-09-16 00:29:30.892837,85.68,87.36,86.27,87.19,4124
2025-09-17 00:29:30.892837,87.65,85.79,84.07,84.79,9125
2025-09-18 00:29:30.892837,84.87,84.03,82.99,83.2,1488
2025-09-19 00:29:30.892837,83.0,85.26,83.8,84.05,4173
2025-09-20 00:29:30.892837,84.21,85.93,83.87,84.92,2000
2025-09-21 00:29:30.892837,84.82,86.39,85.11,85.79,4712
2025-09-22 00:29:30.892837,85.44,92.51,91.45,92.4,3875
2025-09-23 00:29:30.892837,92.71,94.99,91.39,93.46,9927
2025-09-24 00:29:30.892837,93.51,96.82,95.01,95.58,8117
2025-09-25 00:29:30.892837,96.24,98.09,96.73,97.4,7228
2025-09-26 00:29:30.892837,97.27,98.73,97.56,98.67,2177
2025-09-27 00:29:30.892837,98.72,98.07,96.45,98.05,9234
2025-09-28 00:29:30.892837,97.97,100.22,98.97,99.54,9906
2025-09-29 00:29:30.892837,99.4,98.38,96.81,98.0,1140
2025-09-30 00:29:30.892837,97.5,98.27,97.26,97.54,4610
2025-10-01 00:29:30.892837,97.76,96.68,96.53,96.59,8311
2025-10-02 00:29:30.892837,96.68,96.99,96.28,96.75,3137
2025-10-03 00:29:30.892837,96.7,101.29,101.09,101.23,8052
2025-10-04 00:29:30.892837,101.06,98.01,96.57,97.45,6047
2025-10-05 00:29:30.892837,97.61,99.3,98.76,98.78,2798
2025-10-06 00:29:30.892837,98.5,96.04,94.5,95.6,7284
2025-10-07 00:29:30.892837,95.71,94.76,93.55,94.69,7869
2025-10-08 00:29:30.892837,94.39,98.04,96.35,96.76,6752
2025-10-09 00:29:30.892837,96.56,97.34,95.68,96.88,2316
2025-10-10 00:29:30.892837,97.01,95.81,93.93,94.79,8000
2025-10-11 00:29:30.892837,94.57,94.27,93.21,93.44,4040
2025-10-12 00:29:30.892837,93.58,95.79,94.47,94.71,1630
2025-10-13 00:29:30.892837,94.75,93.66,92.1,93.32,3852
2025-10-14 00:29:30.892837,92.89,94.88,92.21,93.73,2100
2025-10-15 00:29:30.892837,94.45,94.06,93.73,93.81,1769
2025-10-16 00:29:30.892837,93.64,93.21,91.16,92.59,7780
2025-10-17 00:29:30.892837,92.91,98.39,95.62,96.56,3349
2025-10-18 00:29:30.892837,96.08,98.08,97.26,97.78,6101
2025-10-19 00:29:30.892837,97.42,94.35,93.06,93.82,8843
2025-10-20 00:29:30.892837,93.64,94.72,93.22,94.17,1707
2025-10-21 00:29:30.892837,94.11,94.07,91.78,92.93,6051
2025-10-22 00:29:30.892837,93.22,95.1,93.85,94.51,9258
2025-10-23 00:29:30.892837,94.62,93.11,91.16,93.01,8426
2025-10-24 00:29:30.892837,93.01,94.19,91.57,92.8,5211
2025-10-25 00:29:30.892837,92.61,93.84,93.65,93.74,4374
2025-10-26 00:29:30.892837,93.71,95.52,94.01,95.36,4083
2025-10-27 00:29:30.892837,95.02,93.91,91.85,93.07,8123
2025-10-28 00:29:30.892837,92.86,94.61,91.99,92.45,1285
2025-10-29 00:29:30.892837,92.56,92.29,89.45,91.57,8121
2025-10-30 00:29:30.892837,91.61,90.76,90.07,90.37,3785
2025-10-31 00:29:30.892837,90.04,95.87,92.93,93.57,3408
2025-11-01 00:29:30.892837,93.25,96.06,93.84,94.32,4267
2025-11-02 00:29:30.892837,94.71,93.92,91.61,91.94,6435
2025-11-03 00:29:30.892837,91.82,93.99,93.2,93.63,8629
2025-11-04 00:29:30.892837,93.81,98.74,97.05,97.61,8693
2025-11-05 00:29:30.892837,97.77,99.8,98.87,99.62,8373
2025-11-06 00:29:30.892837,99.67,97.46,96.55,96.59,6656
2025-11-07 00:29:30.892837,96.86,96.35,93.14,95.66,5917
2025-11-08 00:29:30.892837,95.93,99.65,97.58,98.08,3530
2025-11-09 00:29:30.892837,97.91,97.72,96.4,96.69,8137
2025-11-10 00:29:30.892837,96.71,97.74,96.01,97.55,8340
2025-11-11 00:29:30.892837,97.02,99.57,99.01,99.06,1845
2025-11-12 00:29:30.892837,99.25,97.86,96.86,97.23,3494
2025-11-13 00:29:30.892837,97.67,98.29,96.53,97.11,7610
2025-11-14 00:29:30.892837,96.56,91.92,89.78,90.82,7488
2025-11-15 00:29:30.892837,90.65,89.09,88.66,88.96,9591
2025-11-16 00:29:30.892837,88.76,88.77,88.49,88.51,2638
2025-11-17 00:29:30.892837,88.35,86.93,85.66,86.3,1419
2025-11-18 00:29:30.892837,86.55,89.57,86.84,89.12,8870
2025-11-19 00:29:30.892837,88.81,87.75,86.37,86.57,2549
2025-11-20 00:29:30.892837,86.27,87.35,85.46,85.8,4716
2025-11-21 00:29:30.892837,85.7,86.05,85.88,86.03,8758
2025-11-22 00:29:30.892837,86.24,88.52,86.96,88.51,7007
2025-11-23 00:29:30.892837,88.51,87.24,85.81,85.97,5592
2025-11-24 00:29:30.892837,86.51,88.48,86.24,87.97,3355
2025-11-25 00:29:30.892837,88.16,88.59,87.58,87.99,8394
2025-11-26 00:29:30.892837,87.57,87.33,85.07,86.26,4493
2025-11-27 00:29:30.892837,86.38,87.49,86.95,87.06,1571
2025-11-28 00:29:30.892837,86.96,87.55,87.23,87.4,9433
2025-11-29 00:29:30.892837,87.59,88.22,85.83,86.35,3247
2025-11-30 00:29:30.892837,86.29,86.73,86.16,86.47,4926
2025-12-01 00:29:30.892837,86.5,86.83,85.75,85.81,5940
2025-12-02 00:29:30.892837,85.96,87.48,85.06,86.0,8650
2025-12-03 00:29:30.892837,85.75,87.84,86.01,87.14,6330
2025-12-04 00:29:30.892837,87.29,91.1,88.96,89.9,9964
2025-12-05 00:29:30.892837,90.17,88.72,87.05,87.68,3376
2025-12-06 00:29:30.892837,87.54,92.11,90.27,91.42,2827
2025-12-07 00:29:30.892837,91.54,89.02,87.36,87.85,5285
2025-12-08 00:29:30.892837,88.03,89.48,87.31,87.58,4747
2025-12-09 00:29:30.892837,87.78,89.9,87.02,88.61,9714
2025-12-10 00:29:30.892837,88.67,89.64,88.37,89.11,5583
2025-12-11 00:29:30.892837,89.26,89.53,86.29,88.0,3461
2025-12-12 00:29:30.892837,88.14,87.77,87.45,87.64,1685
2025-12-13 00:29:30.892837,87.54,87.82,85.79,86.77,8697
2025-12-14 00:29:30.892837,86.93,86.22,84.68,85.75,1301
2025-12-15 00:29:30.892837,85.48,87.98,86.57,87.21,9789
2025-12-16 00:29:30.892837,87.45,88.27,87.1,87.83,8003
2025-12-17 00:29:30.892837,87.69,86.96,86.05,86.61,5082
2025-12-18 00:29:30.892837,86.36,88.69,87.8,88.17,4754
2025-12-19 00:29:30.892837,87.94,89.42,87.96,88.71,1022
2025-12-20 00:29:30.892837,88.81,90.37,89.47,90.15,8295
2025-12-21 00:29:30.892837,90.52,92.38,91.08,91.29,6995
2025-12-22 00:29:30.892837,91.06,90.0,89.59,89.78,9033
2025-12-23 00:29:30.892837,89.97,89.0,87.53,88.77,3159
2025-12-24 00:29:30.892837,89.16,91.4,89.85,90.1,3649
2025-12-25 00:29:30.892837,90.31,91.48,90.91,91.2,4983
2025-12-26 00:29:30.892837,90.97,92.18,90.74,91.16,8378
2025-12-27 00:29:30.892837,91.22,92.95,91.01,91.37,2828
2025-12-28 00:29:30.892837,91.26,94.58,93.34,93.71,6036
2025-12-29 00:29:30.892837,94.32,92.77,91.82,92.6,5431
2025-12-30 00:29:30.892837,92.32,93.89,92.92,93.61,4959
2025-12-31 00:29:30.892837,93.44,94.75,92.34,93.23,4390
2026-01-01 00:29:30.892837,93.05,93.6,91.79,92.83,6093
2026-01-02 00:29:30.892837,92.17,95.39,94.4,94.87,6469
2026-01-03 00:29:30.892837,94.33,96.79,95.74,96.43,2169
2026-01-04 00:29:30.892837,96.61,98.57,97.83,98.0,2019
2026-01-05 00:29:30.892837,97.84,101.26,99.68,100.56,2283
2026-01-06 00:29:30.892837,100.82,101.94,100.59,100.6,4471
2026-01-07 00:29:30.892837,100.18,102.87,101.67,101.98,9329
2026-01-08 00:29:30.892837,102.07,101.49,99.55,101.34,2449
2026-01-09 00:29:30.892837,101.5,102.15,101.58,102.0,8999
2026-01-10 00:29:30.892837,101.64,102.26,101.19,101.73,4331
2026-01-11 00:29:30.892837,101.78,104.86,101.83,101.93,1685
2026-01-12 00:29:30.892837,102.17,104.17,102.83,103.14,7868
2026-01-13 00:29:30.892837,102.87,102.7,100.47,101.46,1162
2026-01-14 00:29:30.892837,101.44,106.64,104.97,105.7,3014
2026-01-15 00:29:30.892837,105.62,103.83,102.03,103.58,6675
2026-01-16 00:29:30.892837,103.61,101.24,100.89,101.06,1874
2026-01-17 00:29:30.892837,100.71,103.91,103.3,103.4,5000
2026-01-18 00:29:30.892837,103.65,105.22,104.92,105.04,2171
2026-01-19 00:29:30.892837,104.92,107.3,105.12,106.35,4959
2026-01-20 00:29:30.892837,105.99,108.64,106.7,107.69,2938
2026-01-21 00:29:30.892837,107.64,108.27,107.33,107.66,7588
2026-01-22 00:29:30.892837,107.72,106.5,104.87,105.73,1572
2026-01-23 00:29:30.892837,105.95,107.1,105.43,105.89,7566
2026-01-24 00:29:30.892837,105.86,104.85,102.56,104.45,4648
2026-01-25 00:29:30.892837,104.38,107.37,105.32,106.49,4137
2026-01-26 00:29:30.892837,106.79,107.91,105.9,106.18,6413
2026-01-27 00:29:30.892837,106.61,105.14,104.23,104.42,2727
2026-01-28 00:29:30.892837,104.69,103.77,102.24,103.75,6774
2026-01-29 00:29:30.892837,103.67,104.99,104.27,104.61,2749
2026-01-30 00:29:30.892837,104.64,103.95,102.72,103.43,4867
2026-01-31 00:29:30.892837,103.21,102.38,101.67,101.73,8264
2026-02-01 00:29:30.892837,101.48,103.52,101.75,102.23,3426
2026-02-02 00:29:30.892837,102.05,104.91,101.38,102.73,3551
2026-02-03 00:29:30.892837,102.44,102.98,100.97,101.69,6000
2026-02-04 00:29:30.892837,101.63,101.86,99.96,100.73,6223
2026-02-05 00:29:30.892837,100.35,103.99,100.12,101.19,5943
2026-02-06 00:29:30.892837,101.08,98.47,97.94,98.26,8167
2026-02-07 00:29:30.892837,98.11,96.79,94.74,95.5,8133
2026-02-08 00:29:30.892837,95.56,95.01,93.43,94.13,3591
2026-02-09 00:29:30.892837,93.83,94.04,93.22,93.72,1669
2026-02-10 00:29:30.892837,93.85,94.35,93.3,94.31,2125
2026-02-11 00:29:30.892837,94.16,97.47,96.34,97.09,7788
2026-02-12 00:29:30.892837,97.02,99.31,98.28,98.75,1645
2026-02-13 00:29:30.892837,99.14,99.43,97.32,98.44,3504
2026-02-14 00:29:30.892837,97.78,98.52,98.31,98.4,1587
2026-02-15 00:29:30.892837,98.64,97.39,95.94,96.43,9381
2026-02-16 00:29:30.892837,96.9,96.92,95.82,96.39,7450
2026-02-17 00:29:30.892837,96.74,97.38,95.53,95.84,7416
2026-02-18 00:29:30.892837,96.19,97.92,96.36,96.45,8950
2026-02-19 00:29:30.892837,96.19,95.32,94.58,94.86,6779
2026-02-20 00:29:30.892837,94.72,96.33,95.28,95.84,9831
2026-02-21 00:29:30.892837,95.27,100.14,97.78,98.78,8358
2026-02-22 00:29:30.892837,98.63,98.69,97.13,98.57,7115
2026-02-23 00:29:30.892837,98.76,99.71,98.87,99.36,2138
2026-02-24 00:29:30.892837,99.56,101.85,100.46,100.73,3454
2026-02-25 00:29:30.892837,100.34,100.3,98.78,99.92,5596
